date,day_of_week,page_loads,unique_visits,first_time_visits,returning_visits
2/23/2020,Sunday,3.444,2.708,2.387,321.0
2/24/2020,Monday,5.0,3.974,3.39,584.0
2/25/2020,Tuesday,5.496,4.21,3.601,609.0
2/26/2020,Wednesday,5.059,4.014,3.468,546.0
2/27/2020,Thursday,4.813,3.759,3.247,512.0
2/28/2020,Friday,3.81,3.052,2.569,483.0
2/29/2020,Saturday,2.682,2.169,1.858,311.0
3/1/2020,Sunday,3.332,2.754,2.379,375.0
3/2/2020,Monday,4.872,3.801,3.264,537.0
3/3/2020,Tuesday,5.097,3.956,3.452,504.0
3/4/2020,Wednesday,4.714,3.591,3.118,473.0
3/5/2020,Thursday,5.048,3.994,3.428,566.0
3/6/2020,Friday,3.698,2.843,2.386,457.0
3/7/2020,Saturday,2.67,2.095,1.798,297.0
3/8/2020,Sunday,3.416,2.743,2.362,381.0
3/9/2020,Monday,4.731,3.83,3.269,561.0
3/10/2020,Tuesday,4.82,3.718,3.169,549.0
3/11/2020,Wednesday,4.813,3.711,3.182,529.0
3/12/2020,Thursday,4.393,3.508,2.952,556.0
3/13/2020,Friday,3.316,2.613,2.172,441.0
3/14/2020,Saturday,2.416,1.888,1.569,319.0
3/15/2020,Sunday,2.934,2.251,1.937,314.0
3/16/2020,Monday,2.732,2.157,1.809,348.0
3/17/2020,Tuesday,3.805,3.007,2.525,482.0
3/18/2020,Wednesday,3.748,2.976,2.508,468.0
3/19/2020,Thursday,3.678,2.883,2.471,412.0
3/20/2020,Friday,3.322,2.647,2.239,408.0
3/21/2020,Saturday,2.701,2.049,1.749,300.0
3/22/2020,Sunday,3.263,2.469,2.12,349.0
3/23/2020,Monday,4.105,3.166,2.69,476.0
3/24/2020,Tuesday,4.156,3.247,2.766,481.0
3/25/2020,Wednesday,4.153,3.367,2.878,489.0
3/26/2020,Thursday,4.256,3.394,2.944,450.0
3/27/2020,Friday,3.818,3.002,2.588,414.0
3/28/2020,Saturday,3.045,2.438,2.103,335.0
3/29/2020,Sunday,4.079,3.047,2.603,444.0
3/30/2020,Monday,4.899,3.852,3.28,572.0
3/31/2020,Tuesday,4.943,3.822,3.31,512.0
4/1/2020,Wednesday,4.907,3.799,3.317,482.0
4/2/2020,Thursday,4.933,3.838,3.305,533.0
4/3/2020,Friday,4.665,3.498,2.975,523.0
4/4/2020,Saturday,3.366,2.536,2.175,361.0
4/5/2020,Sunday,3.976,3.045,2.644,401.0
4/6/2020,Monday,4.981,3.921,3.351,570.0
4/7/2020,Tuesday,5.331,4.144,3.552,592.0
4/8/2020,Wednesday,5.331,4.203,3.656,547.0
4/9/2020,Thursday,5.063,3.982,3.426,556.0
4/10/2020,Friday,4.252,3.354,2.869,485.0
4/11/2020,Saturday,3.656,2.712,2.279,433.0
4/12/2020,Sunday,4.152,3.125,2.666,459.0
4/13/2020,Monday,5.089,3.922,3.379,543.0
4/14/2020,Tuesday,5.491,4.314,3.721,593.0
4/15/2020,Wednesday,5.665,4.424,3.754,670.0
4/16/2020,Thursday,5.423,4.203,3.592,611.0
4/17/2020,Friday,4.688,3.682,3.146,536.0
4/18/2020,Saturday,4.055,3.007,2.521,486.0
4/19/2020,Sunday,4.83,3.671,3.057,614.0
4/20/2020,Monday,5.908,4.517,3.869,648.0
4/21/2020,Tuesday,5.633,4.377,3.722,655.0
4/22/2020,Wednesday,5.786,4.52,3.856,664.0
4/23/2020,Thursday,5.967,4.758,4.074,684.0
4/24/2020,Friday,4.937,3.879,3.319,560.0
4/25/2020,Saturday,4.327,3.284,2.814,470.0
4/26/2020,Sunday,5.086,3.964,3.393,571.0
4/27/2020,Monday,6.038,4.771,4.054,717.0
4/28/2020,Tuesday,6.324,4.92,4.21,710.0
4/29/2020,Wednesday,6.062,4.735,4.006,729.0
4/30/2020,Thursday,5.52,4.375,3.776,599.0
5/1/2020,Friday,4.67,3.621,3.068,553.0
5/2/2020,Saturday,4.171,3.145,2.683,462.0
5/3/2020,Sunday,4.716,3.648,3.067,581.0
5/4/2020,Monday,5.939,4.567,3.882,685.0
5/5/2020,Tuesday,6.361,4.9,4.169,731.0
5/6/2020,Wednesday,6.659,5.322,4.58,742.0
5/7/2020,Thursday,6.264,4.857,4.067,790.0
5/8/2020,Friday,5.359,4.202,3.592,610.0
5/9/2020,Saturday,4.593,3.452,2.932,520.0
5/10/2020,Sunday,5.092,3.917,3.338,579.0
5/11/2020,Monday,6.563,5.112,4.278,834.0
5/12/2020,Tuesday,6.124,4.775,4.028,747.0
5/13/2020,Wednesday,5.817,4.596,3.886,710.0
5/14/2020,Thursday,6.057,4.583,3.937,646.0
5/15/2020,Friday,4.958,3.829,3.183,646.0
5/16/2020,Saturday,3.651,2.827,2.384,443.0
5/17/2020,Sunday,4.248,3.291,2.737,554.0
5/18/2020,Monday,5.624,4.231,3.588,643.0
5/19/2020,Tuesday,5.595,4.3,3.666,634.0
5/20/2020,Wednesday,5.213,4.106,3.466,640.0
5/21/2020,Thursday,5.156,3.99,3.372,618.0
5/22/2020,Friday,4.35,3.343,2.816,527.0
5/23/2020,Saturday,3.446,2.696,2.291,405.0
5/24/2020,Sunday,3.945,2.969,2.479,490.0
5/25/2020,Monday,4.639,3.61,3.054,556.0
5/26/2020,Tuesday,5.224,4.069,3.416,653.0
5/27/2020,Wednesday,5.242,4.105,3.474,631.0
5/28/2020,Thursday,4.939,3.966,3.371,595.0
5/29/2020,Friday,4.387,3.486,2.949,537.0
5/30/2020,Saturday,3.327,2.583,2.189,394.0
5/31/2020,Sunday,3.692,2.919,2.482,437.0
6/1/2020,Monday,4.734,3.707,3.133,574.0
6/2/2020,Tuesday,4.727,3.69,3.057,633.0
6/3/2020,Wednesday,4.994,3.869,3.239,630.0
6/4/2020,Thursday,4.767,3.733,3.156,577.0
6/5/2020,Friday,4.124,3.247,2.778,469.0
6/6/2020,Saturday,3.23,2.425,2.045,380.0
6/7/2020,Sunday,3.906,3.049,2.574,475.0
6/8/2020,Monday,4.895,3.787,3.188,599.0
6/9/2020,Tuesday,4.871,3.644,3.05,594.0
6/10/2020,Wednesday,4.989,3.857,3.269,588.0
6/11/2020,Thursday,4.633,3.56,3.015,545.0
6/12/2020,Friday,4.475,3.292,2.757,535.0
6/13/2020,Saturday,2.967,2.304,1.942,362.0
6/14/2020,Sunday,3.507,2.684,2.282,402.0
6/15/2020,Monday,4.337,3.348,2.794,554.0
6/16/2020,Tuesday,4.47,3.461,2.964,497.0
6/17/2020,Wednesday,4.439,3.45,2.898,552.0
6/18/2020,Thursday,4.895,3.677,3.132,545.0
6/19/2020,Friday,3.924,2.911,2.459,452.0
6/20/2020,Saturday,2.827,2.19,1.851,339.0
6/21/2020,Sunday,3.481,2.668,2.256,412.0
6/22/2020,Monday,4.627,3.493,2.935,558.0
6/23/2020,Tuesday,4.561,3.493,2.95,543.0
6/24/2020,Wednesday,4.626,3.521,2.982,539.0
6/25/2020,Thursday,4.137,3.215,2.668,547.0
6/26/2020,Friday,3.555,2.675,2.248,427.0
6/27/2020,Saturday,2.671,1.999,1.68,319.0
6/28/2020,Sunday,3.486,2.635,2.233,402.0
6/29/2020,Monday,4.0,3.119,2.616,503.0
6/30/2020,Tuesday,3.828,3.013,2.553,460.0
7/1/2020,Wednesday,3.935,3.049,2.599,450.0
7/2/2020,Thursday,3.633,2.881,2.397,484.0
7/3/2020,Friday,2.997,2.286,1.932,354.0
7/4/2020,Saturday,2.194,1.704,1.42,284.0
7/5/2020,Sunday,2.948,2.198,1.836,362.0
7/6/2020,Monday,4.049,3.215,2.724,491.0
7/7/2020,Tuesday,3.792,2.998,2.485,513.0
7/8/2020,Wednesday,4.029,3.096,2.613,483.0
7/9/2020,Thursday,3.945,3.039,2.587,452.0
7/10/2020,Friday,3.523,2.62,2.173,447.0
7/11/2020,Saturday,2.646,1.981,1.665,316.0
7/12/2020,Sunday,3.454,2.611,2.213,398.0
7/13/2020,Monday,3.703,2.916,2.459,457.0
7/14/2020,Tuesday,3.68,2.853,2.397,456.0
7/15/2020,Wednesday,3.479,2.627,2.196,431.0
7/16/2020,Thursday,3.756,2.916,2.463,453.0
7/17/2020,Friday,3.289,2.557,2.122,435.0
7/18/2020,Saturday,2.416,1.892,1.606,286.0
7/19/2020,Sunday,2.793,2.197,1.892,305.0
7/20/2020,Monday,3.749,2.881,2.428,453.0
7/21/2020,Tuesday,3.786,2.889,2.45,439.0
7/22/2020,Wednesday,4.002,3.039,2.566,473.0
7/23/2020,Thursday,3.823,3.033,2.525,508.0
7/24/2020,Friday,3.43,2.623,2.262,361.0
7/25/2020,Saturday,2.4,1.767,1.487,280.0
7/26/2020,Sunday,2.835,2.207,1.869,338.0
7/27/2020,Monday,4.001,3.031,2.523,508.0
7/28/2020,Tuesday,3.795,2.969,2.525,444.0
7/29/2020,Wednesday,3.903,3.01,2.591,419.0
7/30/2020,Thursday,3.397,2.687,2.265,422.0
7/31/2020,Friday,3.005,2.317,1.887,430.0
8/1/2020,Saturday,2.305,1.75,1.479,271.0
8/2/2020,Sunday,2.696,1.993,1.701,292.0
8/3/2020,Monday,3.866,2.814,2.368,446.0
8/4/2020,Tuesday,3.826,2.845,2.4,445.0
8/5/2020,Wednesday,3.673,2.774,2.334,440.0
8/6/2020,Thursday,3.66,2.625,2.189,436.0
8/7/2020,Friday,3.136,2.364,1.941,423.0
8/8/2020,Saturday,2.223,1.628,1.354,274.0
8/9/2020,Sunday,2.623,1.941,1.644,297.0
8/10/2020,Monday,3.638,2.745,2.325,420.0
8/11/2020,Tuesday,3.74,2.742,2.258,484.0
8/12/2020,Wednesday,3.767,2.904,2.477,427.0
8/13/2020,Thursday,3.621,2.78,2.322,458.0
8/14/2020,Friday,2.971,2.308,1.922,386.0
8/15/2020,Saturday,2.221,1.696,1.373,323.0
8/16/2020,Sunday,2.724,2.037,1.686,351.0
8/17/2020,Monday,3.456,2.638,2.181,457.0
8/18/2020,Tuesday,3.581,2.683,2.184,499.0
8/19/2020,Wednesday,2.064,1.564,1.297,267.0
